,,Notes,Status,Token_Id,Name,Description,Image,Season,Batch,Episode,Rarity,Genus,Faction,Status,Allegiance,Hair,Eyes,Mouth,Beard,Neck,HeadPiece,Glasses,Facial Accessory,Clothing,Equipment 1,Equipment 2,Weapon 1,Weapon 2,Skill 1,Skill 2,Background,
,,,,124,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Blue Hair,Black Eyes,Regular,Black Beard,Nugz,None,None,None,Blue TurtleNeck,None,None,None,None,Unknown,Unknown,Green,
,,,,125,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Blond Hair,Black Eyes,Regular,Black Beard,Nugz,None,None,Cigg,None,Teal Mech-Eye,None,None,None,Unknown,Unknown,Blue,
,,,,126,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Blond Saiyan Hair,,Regular,Brown Beard,Nugz,None,Black & Green Sunglasses,Green Vape,None,None,None,None,None,Unknown,Unknown,Blue,
,,,,127,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Grey Hair,Alien Eyes,Regular,None,Nugz,None,None,Pipe,None,None,None,None,None,Unknown,Unknown,Red,
,,,,128,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,,Regular,Brown Beard,Nugz,Black Beanie,Red Round Sunglasses,Cigg,None,None,None,None,None,Unknown,Unknown,Yellow,
,,,,129,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Fuzzy Grey Hair,Brown Eyes,Regular,None,Nugz,None,None,None,Purple TurtleNeck,None,None,None,None,Unknown,Unknown,Red,
,,,,130,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Blue Hair,Black Eyes,Regular,None,Nugz,None,Kill Bill Eye-Patch,None,None,None,None,None,None,Unknown,Unknown,Yellow,
,,,,131,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Brown Eyes,Regular,Black Beard,Nugz,Blue Cap,Kill Bill Eye-Patch,None,None,None,None,None,None,Unknown,Unknown,Blue,
,,,,132,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Dark Blue Eyes,Regular,None,Nugz,Grey Cap,None,None,None,Teal Mech-Eye,None,None,None,Unknown,Unknown,Yellow,
,,,,133,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,,Drooling,None,Nugz,Black Beanie,Black & Red Sunglasses,Drool,Green TurtleNeck,None,None,None,None,Unknown,Unknown,Yellow,
,,,,134,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,,Regular,Grey Beard,Nugz,Cowboy Mac hat,Black Sunglasses,None,Blue TurtleNeck,None,None,None,None,Unknown,Unknown,Green,
,,,,135,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,,Regular,Brown Beard,Nugz,Grey Cap,VR Goggles,Pipe,Blue TurtleNeck,None,None,None,None,Unknown,Unknown,Green,
,,,,136,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Black Hair,Black Eyes,Drooling,None,Nugz,None,None,Drool,Blue TurtleNeck,Teal Mech-Eye,None,None,None,Unknown,Unknown,Yellow,
,,,,137,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,,Regular,None,Nugz,Grey Cap,Black Sunglasses,Pipe,None,None,None,None,None,Unknown,Unknown,Green,
,,,,138,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,,Regular,None,Nugz,Mac Hat,Black Eye-Patch,Cigg,Purple TurtleNeck,None,None,None,None,Unknown,Unknown,Blue,
,,,,139,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Black Eyes,Regular,None,Nugz,Grey Cap,None,Cigg,None,None,None,None,None,Unknown,Unknown,White,
,,,,140,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,None,Black Eyes,Regular,None,Nugz,,None,None,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Blue,
,,,,141,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Grey Hair,Dark Blue Eyes,Regular,Black Beard,Nugz,None,None,None,None,None,None,None,None,Unknown,Unknown,Green,
,,,,142,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Grey Hair,,Regular,None,Nugz,None,FAT VR Goggles,Cigg,None,None,None,None,None,Unknown,Unknown,Green,
,,,,143,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,,Gagged,None,Nugz,Blue Cap,Black & Red Sunglasses,Ball-Gag,None,None,None,None,None,Unknown,Unknown,Red,
,,,,144,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Grey Hair,,Regular,None,Nugz,None,Black Sunglasses,None,Green TurtleNeck,None,None,None,None,Unknown,Unknown,Green,
,,,,145,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Black Eyes,Regular,None,Nugz,Black Cowboy Hat,None,Pipe,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Yellow,
,,,,146,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Dark Blue Eyes,Regular,None,Nugz,,None,Green Vape,None,None,None,None,None,Unknown,Unknown,Blue,
,,,,147,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Dark Blue Eyes,Regular,None,Nugz,Green Beanie,Kill Bill Eye-Patch,None,None,None,None,None,None,Unknown,Unknown,Yellow,
,,,,148,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Black Eyes,Regular,Grey Beard,Nugz,None,Black Eye-Patch,Cigg,Black Hoodie,None,None,None,None,Unknown,Unknown,Green,
,,,,149,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,,Drooling,Black Beard,Nugz,Mac Hat,White & Green Sunglasses,Drool,Green TurtleNeck,None,None,None,None,Unknown,Unknown,Blue,
,,,,150,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,,Regular,Black Beard,Nugz,Black Cowboy Hat,Green Lazer Goggles,None,None,None,None,None,None,Unknown,Unknown,Blue,
,,,,151,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,,Regular,None,Nugz,Blue Cap,Orange Round Sunglasses,Pink Vape,None,None,None,None,None,Unknown,Unknown,Green,
,,,,152,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Black Eyes,Regular,None,Nugz,None,None,Pink Vape,Purple Hoodie,None,None,None,None,Unknown,Unknown,Red,
,,,,153,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Black Hair,Alien Eyes,Regular,Grey Beard,Nugz,None,None,Cigg,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Red,
,,,,154,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Black Eyes,Regular,Black Beard,Nugz,None,None,Cigg,Black Hoodie,None,None,None,None,Unknown,Unknown,Yellow,
,,,,155,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Brown Hair,,Regular,None,Nugz,None,Black & Purple Sunglasses,Pipe,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Red,
,,,,156,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Brown Hair,Brown Eyes,Regular,None,Nugz,None,Black Turtle Ninja Mask,None,None,None,None,None,None,Unknown,Unknown,Red,
,,,,157,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Black Hair,,Regular,None,Nugz,None,FAT VR Goggles,Cigg,None,None,None,None,None,Unknown,Unknown,Red,
,,,,158,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Dark Blue Eyes,Regular,Brown Beard,Nugz,None,Purple Turtle Ninja Mask,None,Pink Hoodie,None,None,None,None,Unknown,Unknown,Blue,
,,,,159,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Black Hair,Black Eyes,Regular,None,Nugz,None,None,None,None,None,None,None,None,Unknown,Unknown,Blue,
,,,,160,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Black Hair,,Drooling,None,Nugz,None,VR Goggles,Drool,Blue TurtleNeck,None,None,None,None,Unknown,Unknown,White,
,,,,161,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Grey Hair,,Regular,Brown Beard,Nugz,None,YUGE Glasses,Blue Vape,None,None,None,None,None,Unknown,Unknown,Blue,
,,,,162,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Brown Eyes,Regular,None,Nugz,None,None,None,Black Hoodie,None,None,None,None,Unknown,Unknown,Green,
,,,,163,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Brown Eyes,Regular,Grey Beard,Nugz,None,Black Eye-Patch,Pink Vape,Purple Hoodie,None,None,None,None,Unknown,Unknown,Red,
,,,,164,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Black Hair,Brown Eyes,Regular,Black Beard,Nugz,None,None,None,None,None,None,None,None,Unknown,Unknown,Blue,
,,,,165,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,None,,Regular,None,Nugz,,YUGE Green Glasses,None,None,None,None,None,None,Unknown,Unknown,Red,
,,,,166,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Brown Hair,,Regular,None,Nugz,None,Black & Purple Sunglasses,Blue Vape,Blue TurtleNeck,None,None,None,None,Unknown,Unknown,White,
,,,,167,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Grey Hair,Black Eyes,Regular,Brown Beard,Nugz,None,None,Cigg,None,None,None,None,None,Unknown,Unknown,Blue,
,,,,168,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Brown Eyes,Regular,None,Nugz,Black Cowboy Hat,None,Blue Vape,None,None,None,None,None,Unknown,Unknown,Red,
,,,,169,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Dark Blue Eyes,Regular,None,Nugz,Green Beanie,None,Green Vape,None,None,None,None,None,Unknown,Unknown,White,
,,,,170,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Grey Hair,Bright Red Eyes,Regular,Brown Beard,Nugz,None,Orange Turtle Ninja Mask,Green Vape,Purple TurtleNeck,None,None,None,None,Unknown,Unknown,Green,
,,,,171,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Black Hair,Dark Blue Eyes,Regular,None,Nugz,None,Black Eye-Patch,Cigg,Blue TurtleNeck,None,None,None,None,Unknown,Unknown,Yellow,
,,,,172,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Brown Eyes,Regular,Grey Beard,Nugz,Blue Cap,Black Eye-Patch,Cigg,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Red,
,,,,173,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Brown Eyes,Gagged,None,Nugz,Mac Hat,Orange Turtle Ninja Mask,Ball-Gag,None,None,None,None,None,Unknown,Unknown,Yellow,
,,,,174,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Black Eyes,Regular,None,Nugz,Black Cowboy Hat,None,Green Vape,None,None,None,None,None,Unknown,Unknown,Red,
,,,,175,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Dark Blue Eyes,Regular,None,Nugz,Black Cowboy Hat,Black Eye-Patch,Cigg,None,None,None,None,None,Unknown,Unknown,Blue,
,,,,176,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Dark Blue Eyes,Regular,None,Nugz,Black Cowboy Hat,None,Cigg,None,None,None,None,None,Unknown,Unknown,Green,
,,,,177,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,,Drooling,None,Nugz,Mac Hat,Orange Round Sunglasses,Drool,None,None,None,None,None,Unknown,Unknown,Blue,
,,,,178,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Dark Blue Eyes,Regular,None,Nugz,None,Orange Turtle Ninja Mask,Cigg,Light Blue Hoodie,None,None,None,None,Unknown,Unknown,Blue,
,,,,179,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Black Eyes,Regular,None,Nugz,Blue Cap,Purple Turtle Ninja Mask,Cigg,None,None,None,None,None,Unknown,Unknown,Blue,
,,,,180,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Black Hair,Black Eyes,Regular,None,Nugz,None,None,Cigg,None,None,None,None,None,Unknown,Unknown,Red,
,,,,181,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,,Regular,None,Nugz,,Black & Purple Sunglasses,None,None,None,None,None,None,Unknown,Unknown,Yellow,
,,,,182,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Brown Hair,,Drooling,Brown Beard,Nugz,None,Black & Purple Sunglasses,Drool,None,None,None,None,None,Unknown,Unknown,Yellow,
,,,,183,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Black Eyes,Regular,None,Nugz,,None,None,None,None,None,None,None,Unknown,Unknown,Yellow,
,,,,184,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Black Hair,,Regular,None,Nugz,None,Black & Purple Sunglasses,None,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Yellow,
,,,,185,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Brown Hair,Black Eyes,Regular,None,Nugz,None,None,Cigg,None,None,None,None,None,Unknown,Unknown,Red,
,,,,186,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Black Hair,Brown Eyes,Regular,None,Nugz,None,None,None,None,None,None,None,None,Unknown,Unknown,Yellow,
,,,,187,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,,Regular,None,Nugz,Green Beanie,Black & Red Sunglasses,Cigg,None,None,None,None,None,Unknown,Unknown,Green,
,,,,188,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Brown Eyes,Regular,Black Beard,Nugz,,None,Cigg,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Green,
,,,,189,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Black Eyes,Regular,None,Nugz,None,None,Cigg,Green Hoodie,None,None,None,None,Unknown,Unknown,Green,
,,,,190,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Brown Eyes,Regular,Brown Beard,Nugz,,Black Turtle Ninja Mask,Cigg,None,None,None,None,None,Unknown,Unknown,Yellow,
,,,,191,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Dark Blue Eyes,Drooling,None,Nugz,Mac Hat,None,Drool,None,None,None,None,None,Unknown,Unknown,Green,
,,,,192,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Pink Hair,Black Eyes,Regular,B,Nugz,None,None,Green Vape,None,Yellow Mech-Eye,None,None,None,Unknown,Unknown,Blue,
,,,,193,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,,Regular,None,Nugz,Green Beanie,Red Round Sunglasses,Cigg,None,None,None,None,None,Unknown,Unknown,Green,
,,,,194,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Black Eyes,Gagged,None,Nugz,Blue Cap,None,Ball-Gag,None,None,None,None,None,Unknown,Unknown,Red,
,,,,195,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Black Hair,Brown Eyes,Regular,None,Nugz,None,None,Cigg,None,None,None,None,None,Unknown,Unknown,Blue,
,,,,196,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Black Hair,Brown Eyes,Regular,None,Nugz,None,Purple Turtle Ninja Mask,Cigg,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Yellow,
,,,,197,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,,Regular,None,Nugz,Green Beanie,Orange Round Sunglasses,Cigg,None,None,None,None,None,Unknown,Unknown,Yellow,
,,,,198,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Brown Hair,Black Eyes,Regular,None,Nugz,None,Red Dot Eye-Patch,Cigg,None,None,None,None,None,Unknown,Unknown,Yellow,
,,,,199,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Brown Hair,Brown Eyes,Regular,None,Nugz,None,None,Cigg,None,None,None,None,None,Unknown,Unknown,Blue,
,,,,200,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Brown Eyes,Regular,None,Nugz,None,None,Cigg,Black Hoodie,None,None,None,None,Unknown,Unknown,Green,
,,,,201,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,,Drooling,Brown Beard,Nugz,Green Beanie,Orange Round Sunglasses,Drool,None,None,None,None,None,Unknown,Unknown,Green,
,,,,202,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Black Eyes,Drooling,None,Nugz,Mac Hat,None,Drool,None,None,None,None,None,Unknown,Unknown,Green,
,,,,203,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Black Eyes,Regular,Grey Beard,Nugz,Blue Cap,None,Cigg,None,None,None,None,None,Unknown,Unknown,Yellow,
,,,,204,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Grey Hair,,Regular,None,Nugz,None,Green Lazer Goggles,Cigg,None,None,None,None,None,Unknown,Unknown,Blue,
,,,,205,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,,Drooling,None,Nugz,,Orange Round Sunglasses,Drool,None,None,None,None,None,Unknown,Unknown,Blue,
,,,,206,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Dark Blue Eyes,Regular,None,Nugz,Blue Cap,None,Cigg,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Green,
,,,,207,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Black Hair,Black Eyes,Regular,None,Nugz,None,None,Cigg,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Green,
,,,,208,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Brown Hair,Dark Blue Eyes,Drooling,Brown Beard,Nugz,None,None,Drool,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Blue,
,,,,209,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,,Regular,Black Beard,Nugz,Blue Cap,Orange Round Sunglasses,Cigg,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Blue,
,,,,210,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Brown Hair,,Regular,Grey Beard,Nugz,None,White & Blue Sunglasses,Cigg,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Blue,
,,,,211,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Bright Green Eyes,Drooling,Black Beard,Nugz,Black Cowboy Hat,None,Drool,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Yellow,
,,,,212,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Dark Blue Eyes,Drooling,Grey Beard,Nugz,Blue Cap,None,Drool,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Blue,
,,,,213,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Brown Hair,Dark Blue Eyes,Drooling,Black Beard,Nugz,None,None,Drool,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Blue,
,,,,214,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,,Regular,Black Beard,Nugz,,Green Lazer Goggles,Cigg,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Blue,
,,,,215,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,,Drooling,Black Beard,Nugz,Blue Cap,Green Lazer Goggles,Drool,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Blue,
,,,,216,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Black Hair,,Regular,Black Beard,Nugz,None,Orange Round Sunglasses,Cigg,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Yellow,
,,,,217,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Dark Blue Eyes,Regular,Black Beard,Nugz,Blue Cap,None,Cigg,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Blue,
,,,,218,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Brown Hair,Dark Blue Eyes,Regular,Black Beard,Nugz,None,None,Cigg,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Blue,
,,,,219,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Dark Blue Eyes,Regular,Black Beard,Nugz,,None,Cigg,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Blue,
,,,,220,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,Dark Blue Eyes,Regular,Grey Beard,Nugz,Black Cowboy Hat,None,Cigg,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Blue,
,,,,221,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,Short Grey Hair,Dark Blue Eyes,Drooling,Black Beard,Nugz,None,None,Drool,Black TurtleNeck,None,None,None,None,Unknown,Unknown,Blue,
,,,,222,Batman,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,223,Alien 1,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,224,Alien 2,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,225,Alien 3,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,226,The 3D Nug,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,227,Count Dragula,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,228,Monkey Nug,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,229,Female Nug,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,230,The Gimp,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,231,Kennug,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,232,Kennug's Brother,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,233,The One True King of the Nugdom,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,234,Moldy 1,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,235,Moldy 2,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,236,Moldy 3,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,237,Moldy 4,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,238,Moldy 5,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,239,Moldy 6,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,240,The One True Queen of the Nugdom,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,241,SkeleNug 1,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,242,SkeleNug 2,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,243,SkeleNug 3,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,244,SkeleNug 4,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,245,Zombie 1,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,246,Zombie 2,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,247,Zombie 3,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,248,Zombie 4,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,249,Jason Nug,,,Genesis,1,None,,,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,250,,,,Genesis,1,None,Standard,Nugz,Citizen,Elder,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,251,\\\\\\\\\\\a,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,Drooling,Grey Beard,Nugz,Red Backwards Cap,Teal Lazer Goggles,Drool,None,None,Cyber Tattoos,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,252,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,,,Nugz,Green Beanie,Teal Lazer Goggles,Pink Breather,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,253,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,Green Mohawk,,Regular,Grey Beard,Nugz,None,Red Dot Eye-Patch,Blue Vape,None,None,Cyber Tattoos,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,254,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,None,Black Eyes,Drooling,None,Nugz,Black Hitai-ate,None,Drool,None,Yellow Mech-Eye,Cyber Tattoos,None,None,Unknown,Unknown,Yellow/Pink,
,,,,255,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,,,Nugz,Blue Backwards Cap,Black & Blue Sunglasses,Red Bandana,None,None,None,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,256,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,None,,Happy,Brown Beard,Nugz,Underpants,White Ski Goggles,None,None,None,Cyber Tattoos,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,257,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,Brown Top Knot,,Regular,Grey Beard,Nugz,None,Scouter,Green Vape,None,None,None,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,258,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,Grey Bowl-Cut,Bright Red Eyes,Happy,Brown Beard,Nugz,None,Kill Bill Eye-Patch,None,None,None,Cyber Tattoos,None,None,Unknown,Unknown,Yellow/Pink,
,,,,259,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,White Top Knot,,Gagged,Grey Beard,Nugz,None,Black & Green Sunglasses,Teal Ball-Gag,None,None,Cyber Tattoos,None,None,Unknown,Unknown,Yellow/Pink,
,,,,260,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,Cross-Eyed,Regular,None,Nugz,Beer-Cap,Scouter,None,None,None,Cyber Tattoos,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,261,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,Black Bowl-Cut,Dark Blue Eyes,,,Nugz,None,,Pink Full Face Breather,None,Yellow Mech-Eye,None,None,None,Unknown,Unknown,Blue/Turquoise,
